key,start,end,xlsx_col3,xlsx_col9,xlsx_col11,xlsx_a,xlsx_b,xlsx_col16,xlsx_col10,xlsx_col12,xlsx_string,record,start_dom_top_1,start_dom_top_2,start_dom_top_3,start_dom_top_4,start_dom_top_5,end_dom_top_1,end_dom_top_2,end_dom_top_3,end_dom_top_4,end_dom_top_5,start_non_top_1,start_non_top_2,start_non_top_3,start_non_top_4,start_non_top_5,end_non_top_1,end_non_top_2,end_non_top_3,end_non_top_4,end_non_top_5
sign_241998,141,145,TALK,4,4,1999.0,2003.0,7.0,4,4,2-Voice-Identity.mov,112,bent-B,4,5,C,crvd-5,bent-B,bent-B-L,tight-C_2,5,M,5,F,bent-B-L,Y,crvd-5,5,F,bent-B-L,crvd-5,Y
sign_241998,153,159,FAST_3,L,L-X,2011.0,2017.0,7.0,L,L-X,2-Voice-Identity.mov,112,10,L,bent-B-L,1,L-X,S,A,1,X,10,5,F,5-C-L,bent-B-L,crvd-5,5,F,bent-B-L,crvd-5,Y
sign_263544,6,12,WHEN,1,1,11301.0,11307.0,54.0,1,1,2013-06-27_CB_0113-cam1-for-ss3.mp4,113,1,X,D,tight-C_2,N,1,X,bent-1,S,D,5,F,crvd-5,bent-B-L,5-C-L,5,F,crvd-5,L-X,5-C-L
sign_263544,29,37,ARRIVE,crvd-B,crvd-B,11324.0,11332.0,54.0,crvd-B,crvd-B,2013-06-27_CB_0113-cam1-for-ss3.mp4,113,B-L,crvd-B,F,Y,bent-B,S,1,A,10,crvd-B,5,F,L-X,crvd-5,5-C-L,5,F,L-X,crvd-5,5-C-L
sign_263544,51,62,SCHOOL,B-L,B-L,11346.0,11357.0,54.0,B-L,B-L,2013-06-27_CB_0113-cam1-for-ss3.mp4,113,B-L,crvd-B,5,B,C,1,S,10,D,Y,5,F,L-X,5-C-L,crvd-5,5,F,L-X,crvd-5,5-C-L
sign_263544,87,93,INFORM,flat-O,5,11382.0,11388.0,54.0,flat-O,5,2013-06-27_CB_0113-cam1-for-ss3.mp4,113,baby-O,flat-O,tight-C_2,1,Y,5,B-L,B,crvd-5,C,5,F,L-X,crvd-5,5-C-L,5,F,bent-B-L,5-C-L,crvd-5
sign_263544,102,104,MOTHER,5,5,11397.0,11399.0,54.0,,,2013-06-27_CB_0113-cam1-for-ss3.mp4,113,5,B-L,B,C,F,5,B-L,C,F,B,bent-B-L,5,F,5-C-L,crvd-5,bent-B-L,5,F,5-C-L,crvd-5
sign_263544,113,117,FINISH,5,5,11408.0,11412.0,54.0,5,5,2013-06-27_CB_0113-cam1-for-ss3.mp4,113,bent-B-L,10,L,Y,bent-B,B-L,5,25,B,crvd-5,5,F,L-X,5-C-L,crvd-5,5,L-X,crvd-5,1,Y
sign_263544,125,130,ARRIVE,B-L,B-L,11420.0,11425.0,54.0,B-L,B-L,2013-06-27_CB_0113-cam1-for-ss3.mp4,113,B-L,5,F,V,tight-C_2,crvd-B,B-L,crvd-5,bent-B-L,V,5,F,L-X,5-C-L,crvd-5,5,F,5-C-L,L-X,crvd-5
sign_263544,138,145,SAFE,S,S,11433.0,11440.0,54.0,S,S,2013-06-27_CB_0113-cam1-for-ss3.mp4,113,S,A,10,crvd-B,flat-O,S,I,A,10,1,5,F,5-C-L,L-X,crvd-5,5,F,L-X,crvd-5,Y
sign_339620,11,18,FATHER,5,5,2417.0,2424.0,13.0,,,2013-06-27_CB_0112-cam1-for-ss3.mp4,114,5,25,crvd-5,B-L,crvd-B,5,25,B-L,crvd-B,crvd-5,5,bent-B-L,F,5-C-L,crvd-5,5,F,bent-B-L,5-C-L,L-X
sign_339620,23,28,ARRIVE,B-L,B-L,2429.0,2434.0,13.0,B-L,B-L,2013-06-27_CB_0112-cam1-for-ss3.mp4,114,crvd-B,B-L,crvd-5,3,bent-B,flat-O,crvd-B,10,tight-C_2,Y,5,F,bent-B-L,5-C-L,crvd-5,5,F,bent-B-L,5-C-L,crvd-5
sign_339620,37,43,HOME,flat-O,flat-O,2443.0,2449.0,13.0,,,2013-06-27_CB_0112-cam1-for-ss3.mp4,114,S,flat-O,tight-C_2,1,A,flat-O,S,tight-C_2,I,1,5,bent-B-L,F,5-C-L,crvd-5,5,bent-B-L,F,crvd-5,C
sign_339620,48,57,fs-LATE,L,X,2454.0,2463.0,13.0,,,2013-06-27_CB_0112-cam1-for-ss3.mp4,114,1,L,D,tight-C_2,X,X,R,1,crvd-V,tight-C_2,5,bent-B-L,F,crvd-5,C,5,bent-B-L,F,crvd-5,C
sign_339620,65,81,NIGHT,bent-B-L,bent-B-L,2471.0,2487.0,13.0,psv,psv,2013-06-27_CB_0112-cam1-for-ss3.mp4,114,bent-B-L,S,A,Y,crvd-B,bent-B-L,10,Y,bent-B,B-L,5,bent-B-L,F,crvd-5,L-X,5,bent-B-L,F,crvd-5,C
sign_340043,8,18,WHEN,1,1,14751.0,14761.0,70.0,1,1,2013-06-27_CB_0112-cam1-for-ss3.mp4,115,1,X,D,V,L,1,X,D,bent-1,L,5,F,crvd-5,bent-B-L,5-C-L,5,F,crvd-5,L-X,bent-B-L
sign_340043,28,36,FATHER,5,5,14771.0,14779.0,70.0,,,2013-06-27_CB_0112-cam1-for-ss3.mp4,115,5,L,1,crvd-5,I-L-Y,5,crvd-5,1,F,25,5,F,crvd-5,5-C-L,bent-B-L,5,F,bent-B-L,crvd-5,5-C-L
sign_340043,47,52,ARRIVE,B-L,B-L,14790.0,14795.0,70.0,B-L,B-L,2013-06-27_CB_0112-cam1-for-ss3.mp4,115,5,B-L,F,Y,crvd-B,crvd-B,B-L,L,10,alt-G_bent-L,5,F,5-C-L,bent-B-L,L-X,5,F,5-C-L,L-X,bent-B-L
sign_340043,60,66,HOME,flat-O,flat-O,14803.0,14809.0,70.0,,,2013-06-27_CB_0112-cam1-for-ss3.mp4,115,flat-O,tight-C_2,S,I,A,I,flat-O,10,S,1,5,F,bent-B-L,5-C-L,L-X,5,bent-B-L,F,5-C-L,crvd-5
sign_340043,72,80,fs-LATE,L,X,14815.0,14823.0,70.0,,,2013-06-27_CB_0112-cam1-for-ss3.mp4,115,1,X,tight-C_2,L,D,X,1,D,T,L,5,bent-B-L,F,crvd-5,5-C-L,5,bent-B-L,F,crvd-5,5-C-L
sign_340043,88,97,NIGHT,bent-B-L,bent-B-L,14831.0,14840.0,70.0,psv,psv,2013-06-27_CB_0112-cam1-for-ss3.mp4,115,O,Y,bent-B-L,crvd-B,flat-O,bent-B-L,crvd-B,S,B-L,Y,5,bent-B-L,F,crvd-5,L-X,5,bent-B-L,F,crvd-5,L-X
sign_340043,106,110,MOTHER,5,5,14849.0,14853.0,70.0,,,2013-06-27_CB_0112-cam1-for-ss3.mp4,115,5,1,R,V,B-L,5,B-L,F,1,R,5,bent-B-L,F,crvd-5,L-X,5,bent-B-L,F,crvd-5,L-X
sign_340043,117,124,REFUSE,10,10,14860.0,14867.0,70.0,,,2013-06-27_CB_0112-cam1-for-ss3.mp4,115,X-over-thumb,X,A,10,S,10,A,L,bent-U-L,alt-G_bent-L,5,bent-B-L,F,crvd-5,L-X,5,bent-B-L,F,L-X,5-C-L
sign_340043,135,141,MAKE,S,S,14878.0,14884.0,70.0,S,S,2013-06-27_CB_0112-cam1-for-ss3.mp4,115,S,A,10,1,tight-C_2,S,A,10,tight-C_2,1,5,F,L-X,5-C-L,bent-B-L,5,F,bent-B-L,L-X,crvd-5
sign_340043,149,163,EAT+NIGHT,flat-O,bent-B-L,14892.0,14906.0,70.0,,psv,2013-06-27_CB_0112-cam1-for-ss3.mp4,115,1,tight-C_2,flat-O,X,L,bent-B-L,S,A,bent-B,Y,5,bent-B-L,F,L-X,crvd-5,5,bent-B-L,F,crvd-5,C
sign_343537,8,12,ATTENTION-WAVE,5,5,12681.0,12685.0,56.0,,,2013-06-27_CB_0107-cam1-for-ss3.mp4,116,B-L,5,B-xd,crvd-5,crvd-B,B-L,tight-C_2,1,5,V,5,bent-B-L,F,crvd-5,5-C-L,5,bent-B-L,F,crvd-5,5-C-L
sign_343537,19,23,POSS-1p,5,5,12692.0,12696.0,56.0,,,2013-06-27_CB_0107-cam1-for-ss3.mp4,116,5,B-L,25,3,open-8,B-L,5,25,3,crvd-5,5,bent-B-L,F,crvd-5,5-C-L,5,F,bent-B-L,5-C-L,L-X
sign_343537,29,37,FRIEND,1,1,12702.0,12710.0,56.0,1,1,2013-06-27_CB_0107-cam1-for-ss3.mp4,116,1,X,D,V,tight-C_2,1,S,tight-C_2,X,10,5,F,crvd-5,5-C-L,L-X,5,F,crvd-5,L-X,bent-B-L
sign_343537,48,54,ARRIVE,bent-B,bent-B,12721.0,12727.0,56.0,bent-B,bent-B,2013-06-27_CB_0107-cam1-for-ss3.mp4,116,B-L,bent-B-L,5,bent-B,crvd-B,1,crvd-B,Y,B-L,crvd-5,5,F,5-C-L,bent-B-L,L-X,5,F,5-C-L,bent-B-L,L-X
sign_343537,64,90,TIME,X,X,12737.0,12763.0,56.0,psv,psv,2013-06-27_CB_0107-cam1-for-ss3.mp4,116,1,X,bent-1,D,V,X,1,B-L,S,V,5,F,bent-B-L,L-X,5-C-L,5,bent-B-L,F,crvd-5,5-C-L
sign_349273,12,18,KNOW,bent-B-L,bent-B-L,9994.0,10000.0,45.0,,,2012-02-14_0063-cam1-for-ss3.mp4,117,bent-B-L,bent-B,B-L,crvd-B,25,bent-B-L,bent-B,crvd-B,B-L,flat-O,bent-B-L,5,F,crvd-5,Y,bent-B-L,5,F,crvd-5,Y
sign_349273,23,30,PRESIDENT,5,S,10005.0,10012.0,45.0,5,S,2012-02-14_0063-cam1-for-ss3.mp4,117,5,crvd-5,B,25,F,S,10,1,flat-O,O,5,F,crvd-5,bent-B-L,Y,5,F,crvd-5,L-X,5-C-L
sign_349273,33,39,ARRIVE,bent-B-L,B-L,10015.0,10021.0,45.0,B-L,B-L,2012-02-14_0063-cam1-for-ss3.mp4,117,bent-B-L,5,crvd-sprd-B,5-C-L,crvd-5,B-L,1,5,5-C-L,F,5,F,Y,bent-B-L,L-X,bent-B-L,5,F,crvd-5,5-C-L
sign_349273,46,58,YESTERDAY,Y,Y,10028.0,10040.0,45.0,,,2012-02-14_0063-cam1-for-ss3.mp4,117,Y,flat-O,1,F,bent-B-L,Y,I,tight-C_2,open-8,B-L,bent-B-L,5,F,crvd-5,5-C-L,bent-B-L,5,F,crvd-5,Y
sign_350037,12,21,LAST-WEEK,1,1,7631.0,7640.0,34.0,B-L,B-L,2012-02-14_0062-cam1-for-ss3.mp4,118,1,X,tight-C_2,D,T,10,1,S,A,X,5,F,bent-B-L,5-C-L,crvd-5,5,bent-B-L,F,5-C-L,crvd-5
sign_350037,35,43,ns-fs-MARY,M,Y,7654.0,7662.0,34.0,,,2012-02-14_0062-cam1-for-ss3.mp4,118,O,S,M,flat-O,tight-C_2,Y,I,tight-C_2,I-L-Y,open-8,bent-B-L,5,F,crvd-5,5-C-L,bent-B-L,5,F,5-C-L,crvd-5
sign_350037,48,57,ARRIVE,B-L,B-L,7667.0,7676.0,34.0,B-L,B-L,2012-02-14_0062-cam1-for-ss3.mp4,118,bent-B-L,5,25,flat-O,B-L,B,B-L,5,B-xd,crvd-5,bent-B-L,5,F,crvd-5,5-C-L,bent-B-L,5,F,crvd-B,crvd-5
sign_350037,64,80,ns-CHICAGO,C,C,7683.0,7699.0,34.0,,,2012-02-14_0062-cam1-for-ss3.mp4,118,crvd-5,5,B-L,C,bent-B,C,B-L,Y,B-xd,crvd-5,bent-B-L,5,F,crvd-5,5-C-L,bent-B-L,5,F,C,crvd-5
sign_337643,12,12,POSS-1p,bent-1,bent-1,4667.0,4667.0,18.0,,,2013-06-27_CB_0115-cam1-for-ss3.mp4,119,bent-1,1,tight-C_2,alt-G_bent-L,flat-O,bent-1,1,tight-C_2,alt-G_bent-L,flat-O,5,bent-B-L,F,5-C-L,crvd-5,5,bent-B-L,F,5-C-L,crvd-5
sign_337643,19,25,FRIEND,1,1,4674.0,4680.0,18.0,1,1,2013-06-27_CB_0115-cam1-for-ss3.mp4,119,tight-C_2,1,B-L,X,flat-O,1,tight-C_2,X,D,bent-1,5,F,5-C-L,bent-B-L,L-X,5,F,bent-B-L,L-X,crvd-5
sign_337643,43,61,BRAVE/RECOVER,5,S,4698.0,4716.0,18.0,5,S,2013-06-27_CB_0115-cam1-for-ss3.mp4,119,5,crvd-5,5-C,5-C-L,25,S,1,tight-C_2,A,10,5,F,5-C-L,bent-B-L,Y,5,F,L-X,crvd-5,5-C-L
sign_337643,67,71,PROCEED,bent-B,bent-B,4722.0,4726.0,18.0,bent-B,bent-B,2013-06-27_CB_0115-cam1-for-ss3.mp4,119,bent-B,bent-B-L,tight-C_2,L,bent-U-L,bent-B-L,bent-B,B-L,Y,tight-C_2,5,F,5-C-L,L-X,bent-B-L,5,F,bent-B-L,5-C-L,crvd-5
sign_337643,81,87,ASK,1,X,4736.0,4742.0,18.0,,,2013-06-27_CB_0115-cam1-for-ss3.mp4,119,X,1,crvd-V,X-over-thumb,L,1,X,V,D,tight-C_2,5,bent-B-L,F,L-X,5-C-L,5,bent-B-L,F,5-C-L,L-X
sign_337643,100,107,DIRECT,F,F,4755.0,4762.0,18.0,F,F,2013-06-27_CB_0115-cam1-for-ss3.mp4,119,1,S,tight-C_2,flat-O,A,S,10,A,N,Y,5,F,bent-B-L,5-C-L,crvd-5,5,F,bent-B-L,5-C-L,crvd-5
sign_337643,114,124,WHERE,D,D,4769.0,4779.0,18.0,,,2013-06-27_CB_0115-cam1-for-ss3.mp4,119,X,tight-C_2,1,N,T,X,1,D,tight-C_2,bent-1,5,bent-B-L,F,crvd-5,5-C-L,5,bent-B-L,F,crvd-5,C
sign_337643,143,147,FUTURE,crvd-sprd-B,crvd-sprd-B,4798.0,4802.0,18.0,,,2013-06-27_CB_0115-cam1-for-ss3.mp4,119,B-L,B,F,W,5,B,B-L,5,F,B-xd,5,bent-B-L,F,crvd-5,5-C-L,5,bent-B-L,F,crvd-5,5-C-L
sign_337643,150,157,FINE,5,5,4805.0,4812.0,18.0,,,2013-06-27_CB_0115-cam1-for-ss3.mp4,119,B,5,B-L,B-xd,F,B-L,5,B,crvd-B,V,5,bent-B-L,F,crvd-5,5-C-L,5,bent-B-L,F,crvd-5,5-C-L
sign_337643,166,181,DRIVE,S,S,4821.0,4836.0,18.0,S,S,2013-06-27_CB_0115-cam1-for-ss3.mp4,119,S,bent-1,A,1,tight-C_2,1,S,A,D,tight-C_2,5,F,L-X,5-C-L,crvd-5,5,F,bent-B-L,5-C-L,crvd-5
sign_265230,13,22,AUNT,A,A,4353.0,4362.0,23.0,,,2013-06-27_CB_0114-cam1-for-ss3.mp4,120,X-over-thumb,X,A,L,10,1,A,X,10,S,5,bent-B-L,F,crvd-5,5-C-L,5,bent-B-L,F,crvd-5,L-X
sign_265230,36,48,MAKE,S,S,4376.0,4388.0,23.0,S,S,2013-06-27_CB_0114-cam1-for-ss3.mp4,120,S,A,1,10,bent-1,1,S,flat-O,D,bent-1,5,F,L-X,5-C-L,bent-B-L,5,F,bent-B-L,5-C-L,crvd-5
sign_265230,55,74,BLUE+BERRY,B,O,4395.0,4414.0,23.0,,I,2013-06-27_CB_0114-cam1-for-ss3.mp4,120,5,B-L,25,F,8,tight-C_2,1,Y,S,O,5,bent-B-L,F,5-C-L,crvd-5,5,F,crvd-5,L-X,5-C-L
sign_265230,81,104,PIE,B-L,B-L,4421.0,4444.0,23.0,B-L,B-L,2013-06-27_CB_0114-cam1-for-ss3.mp4,120,5,B-L,V,F,crvd-5,B-L,crvd-B,10,crvd-5,L,5,F,bent-B-L,5-C-L,crvd-5,5,F,bent-B-L,5-C-L,L-X
sign_175350,4,18,BACK-OF-MIND,flat-O,flat-O,7687.0,7701.0,42.0,,,2012-02-09_0058-cam1-for-ss3.mp4,121,tight-C_2,F,1,crvd-sprd-B,crvd-5,S,X,5,1,I,bent-B-L,5,F,tight-C_2,crvd-5,bent-B-L,5,F,tight-C_2,C
sign_175350,30,34,AUTOMATIC,X,X,7713.0,7717.0,42.0,1,1,2012-02-09_0058-cam1-for-ss3.mp4,121,1,tight-C_2,F,B,5,S,flat-O,1,10,O,F,5,bent-B-L,tight-C_2,crvd-5,bent-B-L,F,5,tight-C_2,flat-O
sign_175350,42,48,part:indef,crvd-L,crvd-L,7725.0,7731.0,42.0,,,2012-02-09_0058-cam1-for-ss3.mp4,121,L-X,L,tight-C_2,5,A,5-C-L,crvd-5,5,L,crvd-B,bent-B-L,5,F,tight-C_2,crvd-5,bent-B-L,5,F,tight-C_2,C
sign_348965,15,21,ns-fs-MARY,M,Y,1820.0,1826.0,8.0,,,2012-02-14_0063-cam1-for-ss3.mp4,122,M,flat-O,O,N,tight-C_2,Y,I,tight-C_2,F,cocked-F,bent-B-L,5,F,5-C-L,crvd-5,5,bent-B-L,F,25,5-C-L
sign_348965,24,36,,,,,,,,,,122,bent-B-L,25,B-L,tight-C_2,bent-B,L,25,1,5,B-L,5,F,5-C-L,L-X,Y,5,F,bent-B-L,5-C-L,crvd-5
sign_348965,43,44,FUTURE,5,5,1848.0,1849.0,8.0,,,2012-02-14_0063-cam1-for-ss3.mp4,122,5,B,B-L,25,F,5,B-L,B,crvd-5,25,5,F,bent-B-L,5-C-L,crvd-5,5,F,bent-B-L,5-C-L,crvd-5
sign_348965,48,52,WIDE,B-L,B-L,1853.0,1857.0,8.0,B-L,B-L,2012-02-14_0063-cam1-for-ss3.mp4,122,5,B-L,4,F,crvd-5,5,B-L,crvd-5,B,B-xd,5,F,L-X,crvd-5,1,5,F,L-X,crvd-5,5-C-L
sign_348965,59,64,BABY,B-L,B-L,1864.0,1869.0,8.0,B-L,B-L,2012-02-14_0063-cam1-for-ss3.mp4,122,B-L,bent-B-L,bent-B,5,crvd-B,B-L,bent-B,bent-B-L,5,crvd-B,5,F,bent-B-L,5-C-L,Y,5,F,bent-B-L,5-C-L,crvd-5
sign_348965,70,80,MAYBE,B-L,B-L,1875.0,1885.0,8.0,B-L,B-L,2012-02-14_0063-cam1-for-ss3.mp4,122,B-L,crvd-B,bent-B,crvd-5,5,B-L,5,crvd-B,crvd-5,bent-B-L,5,F,5-C-L,bent-B-L,Y,5,F,bent-B-L,5-C-L,Y
sign_280751,11,13,POSS,5,5,933.0,935.0,8.0,,,2012-02-09_0060-cam1-for-ss3.mp4,123,5,B-L,crvd-5,4,B-xd,5,B-L,crvd-5,5-C,4,bent-B-L,5,F,C,crvd-5,bent-B-L,5,F,C,crvd-5
sign_280751,18,24,ns-FRANCE,F,F,940.0,946.0,8.0,,,2012-02-09_0060-cam1-for-ss3.mp4,123,F,B,5,crvd-5,5-C,5,F,25,B-L,crvd-5,bent-B-L,5,F,C,crvd-5,bent-B-L,5,F,C,crvd-5
sign_280751,30,36,POSS,5,5,952.0,958.0,8.0,,,2012-02-09_0060-cam1-for-ss3.mp4,123,5,B,crvd-5,C,B-L,B-L,5,crvd-5,C,25,bent-B-L,5,F,C,crvd-5,bent-B-L,5,F,C,crvd-5
sign_280751,45,54,KING,K,K,967.0,976.0,8.0,,,2012-02-09_0060-cam1-for-ss3.mp4,123,F,V,tight-C_2,1,4,B-L,tight-C_2,3,Y,5,bent-B-L,5,F,C,crvd-5,bent-B-L,5,F,C,crvd-5
sign_280751,67,88,BALD,25,25,989.0,1010.0,8.0,,,2012-02-09_0060-cam1-for-ss3.mp4,123,5,25,B-L,crvd-5,crvd-sprd-B,25,5,bent-B,F,bent-B-L,bent-B-L,5,F,C,crvd-5,bent-B-L,5,F,C,crvd-5
sign_242303,2,9,PEOPLE,K,K,4985.0,4992.0,23.0,K,K,2-Voice-Identity.mov,124,1,L,bent-1,tight-C_2,X,L,1,tight-C_2,bent-1,D,5,F,bent-B-L,crvd-5,25,5,F,bent-B-L,crvd-5,5-C-L
sign_242303,14,16,WHO,L,L,4997.0,4999.0,23.0,,,2-Voice-Identity.mov,124,bent-1,1,10,tight-C_2,D,10,bent-1,1,tight-C_2,D,5,F,bent-B-L,crvd-5,5-C-L,5,F,bent-B-L,crvd-5,5-C-L
sign_242303,21,25,LOOK,V,V,5004.0,5008.0,23.0,V,V,2-Voice-Identity.mov,124,1,X,crvd-V,E,tight-C_2,tight-C_2,bent-1,1,D,N,5,F,bent-B-L,crvd-5,5-C-L,5,F,bent-B-L,5-C-L,crvd-5
sign_242303,30,39,QUIET,1,1,5013.0,5022.0,23.0,B,B,2-Voice-Identity.mov,124,C,crvd-5,5,bent-B,4,5,crvd-5,B-L,R,C,5,F,bent-B-L,25,crvd-5,5,crvd-5,F,25,bent-B-L
sign_242303,43,45,CANNOT,1,1,5026.0,5028.0,23.0,1,1,2-Voice-Identity.mov,124,S,1,Y,flat-O,10,1,bent-1,X,S,5,5,F,bent-B-L,5-C-L,crvd-5,5,F,bent-B-L,crvd-5,5-C-L
sign_242303,50,53,HEAR,1,1,5033.0,5036.0,23.0,,,2-Voice-Identity.mov,124,1,X,tight-C_2,bent-1,R,1,X,S,tight-C_2,bent-1,5,F,bent-B-L,crvd-5,5-C-L,5,F,bent-B-L,5-C-L,Y
sign_242303,58,63,BUT,1,1,5041.0,5046.0,23.0,1,1,2-Voice-Identity.mov,124,1,bent-1,X,D,L,1,D,tight-C_2,X,V,5,F,bent-B-L,crvd-5,5-C-L,5,F,bent-B-L,crvd-5,5-C-L
sign_242303,72,78,THAT,Y,Y,5055.0,5061.0,23.0,,,2-Voice-Identity.mov,124,I,Y,tight-C_2,F,O,Y,tight-C_2,I,I-L-Y,U-L,5,F,bent-B-L,crvd-5,5-C-L,5,F,bent-B-L,crvd-5,25
sign_242303,84,94,CHARACTER,C,C,5067.0,5077.0,23.0,,,2-Voice-Identity.mov,124,5,L,B-L,1,tight-C_2,C,B-L,5,crvd-5,B-xd,bent-B-L,5,F,crvd-5,flat-O,5,F,bent-B-L,crvd-5,25
sign_242303,98,112,"BCL:crvd-5\swashbuckler like\""""",crvd-5,crvd-5,5081.0,5095.0,23.0,crvd-5,crvd-5,2-Voice-Identity.mov,124,5,crvd-5,crvd-B,F,tight-C_2,M,bent-B-L,flat-O,O,bent-B,5,L-X,crvd-5,Y,25,5,bent-B-L,crvd-5,F,25
sign_242303,121,132,VISUALIZE,S,crvd-5,5104.0,5115.0,23.0,S,crvd-5,2-Voice-Identity.mov,124,I,5,Y,1,B-L,5,C,crvd-sprd-B,crvd-5,fanned-flat-O,5,F,crvd-5,25,L-X,5,crvd-5,25,L-X,5-C-L
sign_242303,139,154,HEAVY,crvd-5,crvd-5,5122.0,5137.0,23.0,crvd-5,crvd-5,2-Voice-Identity.mov,124,crvd-5,5,B-L,crvd-sprd-B,tight-C_2,5,crvd-5,B-L,L,3,5,F,bent-B-L,5-C-L,crvd-B,bent-B-L,5,F,crvd-5,5-C-L
sign_242303,163,190,fs-BARITONE,B,E,5146.0,5173.0,23.0,,,2-Voice-Identity.mov,124,5,B-L,B,crvd-5,4,1,R,E,D,tight-C_2,bent-B-L,5,F,crvd-5,C,bent-B-L,5,F,crvd-5,C
sign_242303,204,208,STRONG,S,S,5187.0,5191.0,23.0,S,S,2-Voice-Identity.mov,124,S,A,1,X,O,S,1,A,10,X,5,F,Y,bent-B-L,crvd-5,5,F,bent-B-L,crvd-5,Y
sign_344905,22,30,LOVE,A,A,482.0,490.0,3.0,A,A,2012-11-27_JM8_0097-cam1-for-ss3.mp4,125,bent-1,A,1,tight-C_2,S,S,A,tight-C_2,B-L,1,5,F,bent-B-L,5-C-L,L-X,5,F,5-C-L,bent-B-L,crvd-5
sign_344905,38,46,FIREWORKS,S,S,498.0,506.0,3.0,S,S,2012-11-27_JM8_0097-cam1-for-ss3.mp4,125,bent-B-L,10,Y,flat-O,L,Y,I,tight-C_2,1,L,5,F,L-X,crvd-5,5-C-L,5,F,L-X,crvd-5,Y
sign_344905,53,59,WHY,25,25,513.0,519.0,3.0,,,2012-11-27_JM8_0097-cam1-for-ss3.mp4,125,25,B-L,5,5-C-L,crvd-5,25,3,5,B-L,L,5,F,crvd-5,L-X,5-C-L,5,F,bent-B-L,crvd-5,L-X
sign_344905,66,73,FIREWORKS,S,S,526.0,533.0,3.0,S,S,2012-11-27_JM8_0097-cam1-for-ss3.mp4,125,10,flat-O,S,1,A,S,tight-C_2,A,1,flat-O,5,F,crvd-5,L-X,bent-B-L,5,F,L-X,crvd-5,Y
sign_344905,80,89,BEAUTIFUL,5,flat-O,540.0,549.0,3.0,,,2012-11-27_JM8_0097-cam1-for-ss3.mp4,125,25,5,3,B-L,Y,tight-C_2,S,10,1,A,5,bent-B-L,F,Y,crvd-5,5,bent-B-L,F,crvd-5,5-C-L
sign_344905,95,108,LOUD,5,S,555.0,568.0,3.0,5,S,2012-11-27_JM8_0097-cam1-for-ss3.mp4,125,B-L,5,B,tight-C_2,25,S,1,O,X,tight-C_2,5,L-X,crvd-5,Y,F,5,F,L-X,crvd-5,1
sign_350006,16,24,ns-fs-MARY,M,Y,6779.0,6787.0,30.0,,,2012-02-14_0062-cam1-for-ss3.mp4,126,O,M,S,bent-B-L,flat-O,tight-C_2,Y,cocked-F,25,F,5,bent-B-L,F,crvd-5,5-C-L,5,bent-B-L,F,5-C-L,crvd-5
sign_350006,27,35,FORMERLY,5,5,6790.0,6798.0,30.0,,,2012-02-14_0062-cam1-for-ss3.mp4,126,F,tight-C_2,5,M,B-L,B-L,5,B,tight-C_2,6,5,bent-B-L,F,crvd-5,5-C-L,5,F,bent-B-L,crvd-5,Y
sign_350006,41,45,TEACH,flat-O,flat-O,6804.0,6808.0,30.0,flat-O,flat-O,2012-02-14_0062-cam1-for-ss3.mp4,126,I,O,flat-O,Y,bent-B-L,flat-O,O,bent-B-L,S,I,5,F,L-X,crvd-5,1,5,L-X,F,crvd-5,1
sign_350006,50,52,BUT,I-L-Y,I-L-Y,6813.0,6815.0,30.0,I-L-Y,I-L-Y,2012-02-14_0062-cam1-for-ss3.mp4,126,1,V,tight-C_2,D,R,crvd-5,4,fanned-flat-O,V,5,5,F,bent-B-L,25,crvd-5,5,F,crvd-5,bent-B-L,5-C-L
sign_350006,55,60,NOW,Y,Y,6818.0,6823.0,30.0,Y,Y,2012-02-14_0062-cam1-for-ss3.mp4,126,25,Y,crvd-5,8,5,S,I,O,D,1,5,F,crvd-5,L-X,Y,5,F,crvd-5,5-C-L,L-X
sign_350006,74,80,BECOME,B-L,B-L,6837.0,6843.0,30.0,B-L,B-L,2012-02-14_0062-cam1-for-ss3.mp4,126,B-L,5,tight-C_2,B,V,B-L,25,5,crvd-B,bent-B,5,F,bent-B-L,5-C-L,crvd-5,5,F,crvd-5,25,bent-B-L
sign_350006,84,90,INTERNET,25,25,6847.0,6853.0,30.0,25,25,2012-02-14_0062-cam1-for-ss3.mp4,126,F,5,25,B,B-L,F,25,5,8,tight-C_2,5,F,crvd-5,L-X,5-C-L,5,F,bent-B-L,crvd-5,Y
sign_350006,95,105,WORK,S,S,6858.0,6868.0,30.0,S,S,2012-02-14_0062-cam1-for-ss3.mp4,126,10,1,A,alt-G_bent-L,L,S,A,1,10,bent-1,5,bent-B-L,F,25,Y,5,bent-B-L,F,Y,25
sign_254214,4,5,"L\so\""""",L,L,4292.0,4293.0,26.0,L,L,2013-06-25_CB_0106-cam1-for-ss3.mp4,127,U-L,crvd-5,I-L-Y,L,tight-C_2,L,10,crvd-5,U-L,tight-C_2,5,Y,F,crvd-5,B-L,5,F,Y,crvd-5,open-8
sign_254214,21,33,MOVE,crvd-V,crvd-V,4309.0,4321.0,26.0,,,2013-06-25_CB_0106-cam1-for-ss3.mp4,127,1,R,V,F,tight-C_2,V,1,crvd-V,R,tight-C_2,5,bent-B-L,F,crvd-5,C,crvd-5,bent-B-L,5,crvd-sprd-B,open-F
