id_csv1,val1_csv1,val2_csv1,xlsx_col3,xlsx_col9,xlsx_col11,xlsx_a,xlsx_b,xlsx_col16,xlsx_col10,xlsx_col12,xlsx_string
sign_241944,303,331,LOOK,V,V,1668,1696,5,V,V,2-Voice-Identity.mov
sign_241944,336,338,CAN,S,S,1701,1703,5,S,S,2-Voice-Identity.mov
sign_241944,345,350,KNOW,bent-B,bent-B,1710,1715,5,,,2-Voice-Identity.mov
sign_241944,357,357,WHO,L,L,1722,1722,5,,,2-Voice-Identity.mov
sign_301622,29,32,KNOW-THAT,B,B,1599,1602,9,,,2011-12-01_0043-cam1-for-ss3.mp4
sign_301622,40,43,MONSTER,crvd-5,crvd-5,1610,1613,9,crvd-5,crvd-5,2011-12-01_0043-cam1-for-ss3.mp4
sign_301622,48,55,HOUSE,flat-B,flat-B,1618,1625,9,flat-B,flat-B,2011-12-01_0043-cam1-for-ss3.mp4
sign_301622,67,71,SUFFER,A,A,1637,1641,9,,,2011-12-01_0043-cam1-for-ss3.mp4
sign_301622,74,83,ENTER,B,flat-B,1644,1653,9,bent-B,bent-B,2011-12-01_0043-cam1-for-ss3.mp4
sign_301622,88,94,fs-AT,A,T,1658,1664,9,,,2011-12-01_0043-cam1-for-ss3.mp4
sign_301622,99,99,POSS-1p,5,5,1669,1669,9,,,2011-12-01_0043-cam1-for-ss3.mp4
sign_301622,102,115,#OWN,fanned-flat-O,N,1672,1685,9,,,2011-12-01_0043-cam1-for-ss3.mp4
sign_301622,119,132,fs-RISK,R,K,1689,1702,9,,,2011-12-01_0043-cam1-for-ss3.mp4
sign_332863,11,12,WHO,alt-G_bent-L,alt-G_bent-L,9845,9846,48,,,2012-11-27_JM9_0098-cam1-for-ss3.mp4
sign_332863,18,23,GO-OUT,5,flat-O-2,9852,9857,48,,,2012-11-27_JM9_0098-cam1-for-ss3.mp4
sign_332863,26,31,#PO,K,O,9860,9865,48,,,2012-11-27_JM9_0098-cam1-for-ss3.mp4
sign_332863,40,47,part:indef,5-C-L,5-C-L,9874,9881,48,,,2012-11-27_JM9_0098-cam1-for-ss3.mp4
sign_18492,12,18,HAPPEN,1,1,685,691,4,1,1,2013-06-27_CB_0111-cam1-for-ss3.mp4
sign_18492,36,40,NOT,10,10,709,713,4,,,2013-06-27_CB_0111-cam1-for-ss3.mp4
sign_18492,44,61,STUDY,bent-B-L,bent-B-L,717,734,4,crvd-5,crvd-5,2013-06-27_CB_0111-cam1-for-ss3.mp4
sign_18492,66,72,HIT,S,S,739,745,4,1,1,2013-06-27_CB_0111-cam1-for-ss3.mp4
sign_18492,76,83,ALWAYS,1,1,749,756,4,,,2013-06-27_CB_0111-cam1-for-ss3.mp4
sign_18492,86,99,#QUIZ,G,1-Z,759,772,4,,,2013-06-27_CB_0111-cam1-for-ss3.mp4
sign_18492,117,120,part:indef,crvd-B,crvd-B,790,793,4,crvd-B,crvd-B,2013-06-27_CB_0111-cam1-for-ss3.mp4
sign_332873,20,30,DRESS/CLOTHES,5,5,10197,10207,50,5,5,2012-11-27_JM9_0098-cam1-for-ss3.mp4
sign_332873,34,37,ON,B-L,crvd-B,10211,10214,50,psv,psv,2012-11-27_JM9_0098-cam1-for-ss3.mp4
sign_332873,42,64,#SALE,S,E,10219,10241,50,,,2012-11-27_JM9_0098-cam1-for-ss3.mp4
sign_332873,75,86,WHERE,X,X,10252,10263,50,,,2012-11-27_JM9_0098-cam1-for-ss3.mp4
sign_242068,17,21,REFLECT,R-L,R-L,2478,2482,12,B-L,B-L,2-Voice-Identity.mov
sign_242068,25,32,IN,flat-O,flat-O,2486,2493,12,C,C,2-Voice-Identity.mov
sign_242068,38,43,TALK,4,4,2499,2504,12,4,4,2-Voice-Identity.mov
sign_242068,53,65,fs-TEMPO,T,O,2514,2526,12,,,2-Voice-Identity.mov
sign_242068,72,74,#SO,S,O,2533,2535,12,,,2-Voice-Identity.mov
sign_242068,81,98,TOTAL,crvd-5,flat-O,2542,2559,12,crvd-5,flat-O,2-Voice-Identity.mov
sign_242068,109,114,CONCEPT,C,C,2570,2575,12,,,2-Voice-Identity.mov
sign_242068,124,128,fs-OF,O,F,2585,2589,12,,,2-Voice-Identity.mov
sign_242068,149,157,PERSON,K,K,2610,2618,12,K,K,2-Voice-Identity.mov
sign_242068,165,177,IDENTIFY,I,I,2626,2638,12,B-L,B-L,2-Voice-Identity.mov
sign_335901,1,7,#SO,S,O,4073,4079,22,,,7-Social-Msg.mov
sign_335901,15,41,VARY,bent-1,bent-1,4087,4113,22,bent-1,bent-1,7-Social-Msg.mov
sign_335901,45,53,KIND,K,K,4117,4125,22,K,K,7-Social-Msg.mov
sign_335901,57,60,fs-OF,O,F,4129,4132,22,,,7-Social-Msg.mov
sign_335901,76,83,THING,B-L,B-L,4148,4155,22,B-L,B-L,7-Social-Msg.mov
sign_352852,36,38,POSS-1p,5,5,11025,11027,54,,,4-Deaf-Speech.mov
sign_352852,45,51,COUGH,S,S,11034,11040,54,,,4-Deaf-Speech.mov
sign_352852,82,90,MESSED-UP,crvd-5,crvd-5,11071,11079,54,crvd-5,crvd-5,4-Deaf-Speech.mov
sign_352852,95,101,CLASS,C,crvd-5,11084,11090,54,C,crvd-5,4-Deaf-Speech.mov
sign_352852,106,108,#SO,S,O,11095,11097,54,,,4-Deaf-Speech.mov
sign_352852,120,127,fs-TRY,T,Y,11109,11116,54,,,4-Deaf-Speech.mov
sign_352852,132,133,POSS-1p,5,5,11121,11122,54,,,4-Deaf-Speech.mov
sign_352852,136,141,BETTER,5,bent-B-L,11125,11130,54,,,4-Deaf-Speech.mov
sign_352852,152,153,TO/UNTIL,1,crvd-5,11141,11142,54,1,crvd-5,4-Deaf-Speech.mov
sign_352852,161,163,"5\reassure\""""",5,5,11150,11152,54,5,5,4-Deaf-Speech.mov
sign_352852,172,185,LESS,B-L,B-L,11161,11174,54,B-L,B-L,4-Deaf-Speech.mov
sign_376497,7,15,OFTEN,bent-B-L,bent-B-L,2758,2766,12,B-L,B-L,6-Control-of-sound-intro.mov
sign_376497,23,25,NOT,10,10,2774,2776,12,,,6-Control-of-sound-intro.mov
sign_376497,29,37,REASON,R,R,2780,2788,12,,,6-Control-of-sound-intro.mov
sign_376497,43,47,A-LOT,crvd-5,crvd-5,2794,2798,12,crvd-5,crvd-5,6-Control-of-sound-intro.mov
sign_376497,52,56,NOISE,5,5,2803,2807,12,5,5,6-Control-of-sound-intro.mov
sign_376497,66,77,MAKE,S,S,2817,2828,12,S,S,6-Control-of-sound-intro.mov
sign_376497,87,90,#SO,S,O,2838,2841,12,,,6-Control-of-sound-intro.mov
sign_376497,96,99,NOT,10,10,2847,2850,12,,,6-Control-of-sound-intro.mov
sign_376497,106,109,ALSO,1,1,2857,2860,12,1,1,6-Control-of-sound-intro.mov
sign_376497,115,125,,,,,,,,,
sign_376497,142,146,THINK,1,1,2893,2897,12,,,6-Control-of-sound-intro.mov
sign_263335,11,18,WANT,5,5-C,7589,7596,40,5,5-C,2013-06-27_CB_0113-cam1-for-ss3.mp4
sign_263335,27,35,#VP,V,K,7605,7613,40,,,2013-06-27_CB_0113-cam1-for-ss3.mp4
sign_263335,41,63,WHERE,1,1,7619,7641,40,,,2013-06-27_CB_0113-cam1-for-ss3.mp4
sign_242173,7,14,REMIND,crvd-B,crvd-B,3561,3568,17,,,2-Voice-Identity.mov
sign_242173,20,27,LOOK,V,V,3574,3581,17,,,2-Voice-Identity.mov
sign_242173,31,48,SHORT-HEIGHT,crvd-flat-B,crvd-flat-B,3585,3602,17,,,2-Voice-Identity.mov
sign_242173,59,62,WAVE-HELLO,5,5,3613,3616,17,,,2-Voice-Identity.mov
sign_242173,71,75,MEET,1,1,3625,3629,17,1,1,2-Voice-Identity.mov
sign_242173,86,94,"5\surprised\""""",5,5,3640,3648,17,5,5,2-Voice-Identity.mov
sign_242173,103,109,VISUALIZE,S,crvd-5,3657,3663,17,S,crvd-5,2-Voice-Identity.mov
sign_242173,115,139,"5\surprised\""""",5,5,3669,3693,17,5,5,2-Voice-Identity.mov
sign_242173,146,153,#WHAT,5,T,3700,3707,17,,,2-Voice-Identity.mov
sign_269750,6,14,FRIEND,X,1,625,633,4,1,1,2012-11-27_JM4_0093-cam1-for-ss3.mp4
sign_269750,19,24,DEPART,crvd-5,S,638,643,4,,,2012-11-27_JM4_0093-cam1-for-ss3.mp4
sign_269750,32,38,#WHEN,crvd-W,N,651,657,4,,,2012-11-27_JM4_0093-cam1-for-ss3.mp4
sign_269750,52,62,"5\uh\""""",5,L-X,671,681,4,,,2012-11-27_JM4_0093-cam1-for-ss3.mp4
sign_269750,68,77,TOMORROW,10,10,687,696,4,,,2012-11-27_JM4_0093-cam1-for-ss3.mp4
sign_295956,10,15,PARTY,K,K,4488,4493,25,K,K,2012-11-27_JM5_0094-cam1-for-ss3.mp4
sign_295956,23,30,START,1,1,4501,4508,25,5,5,2012-11-27_JM5_0094-cam1-for-ss3.mp4
sign_295956,43,48,#WHEN,crvd-W,N,4521,4526,25,,,2012-11-27_JM5_0094-cam1-for-ss3.mp4
sign_295956,62,66,part:indef,5-C-L,5-C-L,4540,4544,25,crvd-5,crvd-5,2012-11-27_JM5_0094-cam1-for-ss3.mp4
sign_297248,15,18,#WHEN,crvd-W,N,5252,5255,23,,,2012-11-27_JM6_0095-cam1-for-ss3.mp4
sign_297248,25,29,FINISH,5,5,5262,5266,23,5,5,2012-11-27_JM6_0095-cam1-for-ss3.mp4
sign_297248,35,45,WORK,S,S,5272,5282,23,S,S,2012-11-27_JM6_0095-cam1-for-ss3.mp4
sign_297248,54,59,DEPART,crvd-5,S,5291,5296,23,,,2012-11-27_JM6_0095-cam1-for-ss3.mp4
sign_297248,70,78,HOME,flat-O,flat-O,5307,5315,23,,,2012-11-27_JM6_0095-cam1-for-ss3.mp4
sign_343559,21,26,PRESIDENT,5,A,13283,13288,59,5,A,2013-06-27_CB_0107-cam1-for-ss3.mp4
sign_343559,35,42,GO,1,1,13297,13304,59,1,1,2013-06-27_CB_0107-cam1-for-ss3.mp4
sign_343559,49,62,ns-nat-CHINA,1,1,13311,13324,59,,,2013-06-27_CB_0107-cam1-for-ss3.mp4
sign_343559,71,81,#WHEN,W,N,13333,13343,59,,,2013-06-27_CB_0107-cam1-for-ss3.mp4
sign_364352,11,15,#WHEN,crvd-W,N,2383,2387,10,,,2012-11-27_JM3_0092-cam1-for-ss3.mp4
sign_364352,22,24,FATHER,5,5,2394,2396,10,,,2012-11-27_JM3_0092-cam1-for-ss3.mp4
sign_364352,32,37,ARRIVE,B-L,B-L,2404,2409,10,B-L,B-L,2012-11-27_JM3_0092-cam1-for-ss3.mp4
sign_364352,41,44,HOME,flat-O,flat-O,2413,2416,10,,,2012-11-27_JM3_0092-cam1-for-ss3.mp4
sign_364352,47,57,fs-LATE,L,E,2419,2429,10,,,2012-11-27_JM3_0092-cam1-for-ss3.mp4
sign_364352,70,78,TEND,25,25,2442,2450,10,,,2012-11-27_JM3_0092-cam1-for-ss3.mp4
sign_364352,88,89,EAT,flat-O,flat-O,2460,2461,10,,,2012-11-27_JM3_0092-cam1-for-ss3.mp4
sign_364352,96,107,PIZZA_4,crvd-3,A,2468,2479,10,,,2012-11-27_JM3_0092-cam1-for-ss3.mp4
sign_297188,15,17,"3\um\""""",3,3,4220,4222,19,,,2012-11-27_JM6_0095-cam1-for-ss3.mp4
sign_297188,38,40,KID,bent-horns,bent-horns,4243,4245,19,,,2012-11-27_JM6_0095-cam1-for-ss3.mp4
sign_297188,45,47,AREA,B-L,B-L,4250,4252,19,,,2012-11-27_JM6_0095-cam1-for-ss3.mp4
sign_297188,62,67,VOMIT/HATE,5,B-L,4267,4272,19,5,B-L,2012-11-27_JM6_0095-cam1-for-ss3.mp4
sign_297188,74,79,PRINCIPAL,K,K,4279,4284,19,psv,psv,2012-11-27_JM6_0095-cam1-for-ss3.mp4
sign_297188,83,85,WHY,25,25,4288,4290,19,,,2012-11-27_JM6_0095-cam1-for-ss3.mp4
sign_297188,95,100,PRINCIPAL,K,K,4300,4305,19,psv,psv,2012-11-27_JM6_0095-cam1-for-ss3.mp4
sign_297188,105,109,ALWAYS,1,1,4310,4314,19,,,2012-11-27_JM6_0095-cam1-for-ss3.mp4
sign_297188,114,129,BAWL-OUT,S,5,4319,4334,19,S,5,2012-11-27_JM6_0095-cam1-for-ss3.mp4
sign_297188,136,137,WHO,L-X,L-X,4341,4342,19,,,2012-11-27_JM6_0095-cam1-for-ss3.mp4
sign_297188,143,148,NOT-YET,bent-B-L,bent-B-L,4348,4353,19,bent-B-L,bent-B-L,2012-11-27_JM6_0095-cam1-for-ss3.mp4
sign_297188,151,154,FINISH,5,5,4356,4359,19,5,5,2012-11-27_JM6_0095-cam1-for-ss3.mp4
sign_297188,161,167,HOMEWORK,crvd-5,S,4366,4372,19,psv,psv,2012-11-27_JM6_0095-cam1-for-ss3.mp4
sign_297188,174,177,part:indef,L-X,L-X,4379,4382,19,,,2012-11-27_JM6_0095-cam1-for-ss3.mp4
sign_358839,10,16,CURIOUS,F,F,3086,3092,11,,,5-Deaf-Grunts.mov
sign_358839,60,64,FIND/FIND-OUT,open-F,F,3136,3140,11,,,5-Deaf-Grunts.mov
sign_358839,71,74,TWO,V,V,3147,3150,11,,,5-Deaf-Grunts.mov
sign_358839,79,84,DEAF,1,1,3155,3160,11,,,5-Deaf-Grunts.mov
sign_358839,120,125,HIGH,U,U,3196,3201,11,,,5-Deaf-Grunts.mov
sign_358839,138,144,PLACE,K,K,3214,3220,11,K,K,5-Deaf-Grunts.mov
sign_358839,153,153,ONE,1,1,3229,3229,11,,,5-Deaf-Grunts.mov
sign_358839,161,169,TEACH+AGENT,O,crvd-5,3237,3245,11,O,crvd-5,5-Deaf-Grunts.mov
sign_358839,184,195,MANAGE/CONTROL+AGENT,X,5,3260,3271,11,X,5,5-Deaf-Grunts.mov
sign_358839,214,217,DELIBERATE,fanned-flat-O,fanned-flat-O,3290,3293,11,fanned-flat-O,fanned-flat-O,5-Deaf-Grunts.mov
sign_358839,223,242,DISCUSS,1,1,3299,3318,11,crvd-5,crvd-5,5-Deaf-Grunts.mov
sign_358839,249,256,POLITICS,K,K,3325,3332,11,,,5-Deaf-Grunts.mov
sign_358839,262,290,DISCUSS,1,1,3338,3366,11,crvd-5,crvd-5,5-Deaf-Grunts.mov
sign_358839,327,337,DEEP,bent-1,bent-1,3403,3413,11,bent-B,bent-B,5-Deaf-Grunts.mov
sign_358839,358,369,DISCUSS,1,1,3434,3445,11,crvd-5,crvd-5,5-Deaf-Grunts.mov
sign_358839,373,382,DIALOG,1,1,3449,3458,11,1,1,5-Deaf-Grunts.mov
sign_358839,387,388,REALLY,1,1,3463,3464,11,,,5-Deaf-Grunts.mov
sign_358839,398,405,DEEP,bent-1,bent-1,3474,3481,11,bent-B,bent-B,5-Deaf-Grunts.mov
sign_358839,475,485,SIGN,1,1,3551,3561,11,1,1,5-Deaf-Grunts.mov
sign_358839,490,499,USE-SIGN-LANGUAGE,fanned-flat-O,fanned-flat-O,3566,3575,11,fanned-flat-O,fanned-flat-O,5-Deaf-Grunts.mov
sign_358839,507,520,WOW,crvd-5,crvd-5,3583,3596,11,,,5-Deaf-Grunts.mov
sign_358839,529,537,DEEP,bent-1,bent-1,3605,3613,11,bent-B,bent-B,5-Deaf-Grunts.mov
sign_358839,545,547,BUT,1,1,3621,3623,11,1,1,5-Deaf-Grunts.mov
sign_358839,549,553,"5\dismissive gesture\""""",5,5,3625,3629,11,5,5,5-Deaf-Grunts.mov
sign_358839,627,631,ALSO,1,1,3703,3707,11,1,1,5-Deaf-Grunts.mov
sign_358839,638,646,FIGHT,S,S,3714,3722,11,S,S,5-Deaf-Grunts.mov
sign_358839,659,667,ANIMAL,crvd-5,crvd-5,3735,3743,11,crvd-5,crvd-5,5-Deaf-Grunts.mov
sign_358839,672,677,WANT,crvd-5,crvd-5,3748,3753,11,5-C,5-C,5-Deaf-Grunts.mov
sign_358839,688,703,"DCL:crvd-5\grunting voices\""""",fanned-flat-O,fanned-flat-O,3764,3779,11,5-C,5-C,5-Deaf-Grunts.mov
sign_350539,11,25,PAST+NIGHT,bent-B-L,bent-B-L,5112,5126,23,,psv,2011-12-08_0046-cam1-for-ss3.mp4
sign_350539,33,41,fs-RENT,R,T,5134,5142,23,,,2011-12-08_0046-cam1-for-ss3.mp4
sign_350539,46,52,MOVIE,5,5,5147,5153,23,B-L,B-L,2011-12-08_0046-cam1-for-ss3.mp4
sign_350539,64,80,WOW/AWFUL,cocked-8,5,5165,5181,23,cocked-8,5,2011-12-08_0046-cam1-for-ss3.mp4
sign_350539,86,95,"5\forget it\""""",5,psv,5187,5196,23,,,2011-12-08_0046-cam1-for-ss3.mp4
sign_343815,14,26,ns-fs-JASON,I_J,N,18989,19001,87,,,2013-06-27_CB_0107-cam1-for-ss3.mp4
sign_343815,40,51,"5\hands off\""""",5,5,19015,19026,87,5,5,2013-06-27_CB_0107-cam1-for-ss3.mp4
sign_343815,58,63,GO,1,bent-1,19033,19038,87,1,bent-1,2013-06-27_CB_0107-cam1-for-ss3.mp4
sign_343815,70,79,HOME,flat-O,flat-O,19045,19054,87,,,2013-06-27_CB_0107-cam1-for-ss3.mp4
sign_343815,83,87,WHY,25,25,19058,19062,87,,,2013-06-27_CB_0107-cam1-for-ss3.mp4
sign_343815,99,115,HOT,crvd-5,crvd-5,19074,19090,87,,,2013-06-27_CB_0107-cam1-for-ss3.mp4
sign_263652,8,15,WHEN,1,1,13031,13038,60,1,1,2013-06-27_CB_0113-cam1-for-ss3.mp4
sign_263652,27,36,FRIEND,X,X,13050,13059,60,X,X,2013-06-27_CB_0113-cam1-for-ss3.mp4
sign_263652,52,59,LAPTOP,B-L,B-L,13075,13082,60,bent-B,bent-B,2013-06-27_CB_0113-cam1-for-ss3.mp4
sign_263652,67,71,TYPE,crvd-5,crvd-5,13090,13094,60,crvd-5,crvd-5,2013-06-27_CB_0113-cam1-for-ss3.mp4
sign_263652,79,86,INTERNET,25,25,13102,13109,60,25,25,2013-06-27_CB_0113-cam1-for-ss3.mp4
sign_263652,89,92,"5\hey\""""",5,5,13112,13115,60,,,2013-06-27_CB_0113-cam1-for-ss3.mp4
sign_263652,99,107,REMIND,bent-B-L,bent-B-L,13122,13130,60,,,2013-06-27_CB_0113-cam1-for-ss3.mp4
sign_263652,113,122,GRAB-CHANCE,5,S,13136,13145,60,crvd-5,crvd-5,2013-06-27_CB_0113-cam1-for-ss3.mp4
sign_263652,127,148,HOMEWORK,O,S,13150,13171,60,,psv,2013-06-27_CB_0113-cam1-for-ss3.mp4
sign_242146,5,7,"5\let's see\""""",5,5,3400,3402,16,5,5,2-Voice-Identity.mov
sign_242146,14,17,TOMORROW,10,10,3409,3412,16,,,2-Voice-Identity.mov
sign_242146,23,29,ARRIVE,bent-B-L,B-L,3418,3424,16,B-L,B-L,2-Voice-Identity.mov
sign_242146,42,47,PLACE,K,K,3437,3442,16,K,K,2-Voice-Identity.mov
sign_242146,54,56,TRAIN,U,U,3449,3451,16,U,U,2-Voice-Identity.mov
sign_242146,60,65,AREA,5,5,3455,3460,16,,,2-Voice-Identity.mov
sign_242146,72,76,SEARCH-FOR,C,C,3467,3471,16,,,2-Voice-Identity.mov
sign_242146,81,83,FOR,1,1,3476,3478,16,,,2-Voice-Identity.mov
sign_242146,87,94,ADULT-TALL,bent-B-L,bent-B-L,3482,3489,16,,,2-Voice-Identity.mov
sign_242146,101,102,PERSON,K,K,3496,3497,16,,,2-Voice-Identity.mov
sign_242146,106,112,LOOK,V,V,3501,3507,16,,,2-Voice-Identity.mov
sign_242146,118,121,SEARCH-FOR,C,C,3513,3516,16,,,2-Voice-Identity.mov
sign_242146,123,158,LOOK,V,V,3518,3553,16,,,2-Voice-Identity.mov
sign_297320,7,8,MOVIE,5,5,7042,7043,32,5,5,2012-11-27_JM6_0095-cam1-for-ss3.mp4
sign_297320,13,16,GOOD/THANK-YOU,bent-B,bent-B,7048,7051,32,,,2012-11-27_JM6_0095-cam1-for-ss3.mp4
sign_297320,20,24,QMwg,X,X,7055,7059,32,,,2012-11-27_JM6_0095-cam1-for-ss3.mp4
sign_297320,31,31,"5\oh\""""",5,5,7066,7066,32,,,2012-11-27_JM6_0095-cam1-for-ss3.mp4
sign_297320,37,43,WOW,crvd-5,crvd-5,7072,7078,32,,,2012-11-27_JM6_0095-cam1-for-ss3.mp4
sign_297320,51,59,GREAT,B-L,B-L,7086,7094,32,B-L,B-L,2012-11-27_JM6_0095-cam1-for-ss3.mp4
sign_375702,4,12,RESEARCH,R,R,4621,4629,23,B-L,B-L,3-Voice-Life.mov
sign_375702,18,19,"5\pause\""""",5,5,4635,4636,23,,,3-Voice-Life.mov
sign_375702,30,36,MORE,flat-O,flat-O,4647,4653,23,flat-O,flat-O,3-Voice-Life.mov
sign_375702,49,59,RESEARCH,R,R,4666,4676,23,B-L,B-L,3-Voice-Life.mov
sign_375702,72,78,FOCUS/NARROW,B-L,B-L,4689,4695,23,B-L,B-L,3-Voice-Life.mov
sign_375702,84,88,ON,B-L,B-L,4701,4705,23,crvd-B,crvd-B,3-Voice-Life.mov
sign_375702,97,132,fs-DISORDER,D,R,4714,4749,23,,,3-Voice-Life.mov
sign_375702,143,153,TALK,4,4,4760,4770,23,,,3-Voice-Life.mov
sign_375702,163,168,FOCUS/NARROW,B-L,B-L,4780,4785,23,B-L,B-L,3-Voice-Life.mov
sign_375702,175,179,MORE,flat-O,flat-O,4792,4796,23,flat-O,flat-O,3-Voice-Life.mov
sign_375702,191,196,THAN,B-L,B-L,4808,4813,23,bent-B-L,bent-B-L,3-Voice-Life.mov
sign_375702,219,221,RESEARCH,R,R,4836,4838,23,B-L,B-L,3-Voice-Life.mov
sign_375702,225,228,ON,B-L,B-L,4842,4845,23,crvd-B,crvd-B,3-Voice-Life.mov
sign_375702,236,238,GOOD/THANK-YOU,B-L,B-L,4853,4855,23,,,3-Voice-Life.mov
sign_375702,242,254,QUALITY,G,G,4859,4871,23,,,3-Voice-Life.mov
sign_375702,260,264,TALK,4,4,4877,4881,23,,,3-Voice-Life.mov
sign_375702,267,270,part:indef,crvd-5,crvd-5,4884,4887,23,crvd-5,crvd-5,3-Voice-Life.mov
sign_356945,5,5,ONE,1,1,10100,10100,40,,,8-Control-of-sound-places.mov
sign_356945,11,16,FRIEND,1,1,10106,10111,40,1,1,8-Control-of-sound-places.mov
sign_356945,45,54,STORY,F,open-F,10140,10149,40,F,open-F,8-Control-of-sound-places.mov
sign_356945,56,60,ABOUT,1,1,10151,10155,40,1,1,8-Control-of-sound-places.mov
sign_356945,65,72,GROW-UP,bent-B,bent-B,10160,10167,40,,,8-Control-of-sound-places.mov
sign_356945,82,87,HEARING,1,1,10177,10182,40,,,8-Control-of-sound-places.mov
sign_356945,92,100,FAMILY,F,F,10187,10195,40,F,F,8-Control-of-sound-places.mov
sign_356945,134,138,FAMILY,F,F,10229,10233,40,F,F,8-Control-of-sound-places.mov
sign_356945,145,156,SIGN,1,1,10240,10251,40,1,1,8-Control-of-sound-places.mov
sign_356945,164,177,SO-SO,5,5,10259,10272,40,,,8-Control-of-sound-places.mov
sign_356945,185,185,part:indef,5,5,10280,10280,40,,,8-Control-of-sound-places.mov
sign_356945,199,203,EACH,10,10,10294,10298,40,10,10,8-Control-of-sound-places.mov
sign_356945,207,208,TIME,1,1,10302,10303,40,S,S,8-Control-of-sound-places.mov
sign_356945,214,218,GO,1,1,10309,10313,40,1,1,8-Control-of-sound-places.mov
sign_356945,223,236,TOILET,T,T,10318,10331,40,,,8-Control-of-sound-places.mov
sign_356945,246,250,MOTHER+FATHER,5,5,10341,10345,40,,,8-Control-of-sound-places.mov
sign_356945,260,265,"5\shocked\""""",5,5,10355,10360,40,5,5,8-Control-of-sound-places.mov
sign_356945,277,289,LOUD,5,S,10372,10384,40,5,S,8-Control-of-sound-places.mov
sign_352875,24,32,ANY+TIME,A,L,11209,11217,55,A,psv,4-Deaf-Speech.mov
sign_352875,45,48,TRY,T,T,11230,11233,55,T,T,4-Deaf-Speech.mov
sign_352875,55,58,READY,R,R,11240,11243,55,R,R,4-Deaf-Speech.mov
sign_352875,67,75,COUGH,S,S,11252,11260,55,,,4-Deaf-Speech.mov
sign_352875,91,100,INHALE,5,flat-O,11276,11285,55,,,4-Deaf-Speech.mov
sign_352875,114,122,"5\trepidation\""""",5,5,11299,11307,55,,,4-Deaf-Speech.mov
sign_352875,128,137,FINE,5,5,11313,11322,55,,,4-Deaf-Speech.mov
sign_352875,141,144,FINE,5,5,11326,11329,55,,,4-Deaf-Speech.mov
sign_45189,10,13,"5\wave no\""""",5,5,3964,3967,20,,,2012-02-09_0061-cam1-for-ss3.mp4
sign_45189,18,27,SERIOUS,1,1,3972,3981,20,,,2012-02-09_0061-cam1-for-ss3.mp4
sign_45189,31,35,CAR,S,S,3985,3989,20,S,S,2012-02-09_0061-cam1-for-ss3.mp4
sign_45189,39,48,BREAK-DOWN,5-C-L,5-C-L,3993,4002,20,5-C-L,5-C-L,2012-02-09_0061-cam1-for-ss3.mp4
sign_45189,54,75,KEY,X-over-thumb,X-over-thumb,4008,4029,20,,,2012-02-09_0061-cam1-for-ss3.mp4
sign_45189,83,94,CORRECT,1,1,4037,4048,20,bent-1,bent-1,2012-02-09_0061-cam1-for-ss3.mp4
sign_45189,102,105,part:indef,5-C-L,5-C-L,4056,4059,20,5-C-L,5-C-L,2012-02-09_0061-cam1-for-ss3.mp4
sign_175300,6,8,SAY,bent-1,bent-1,6468,6470,36,,,2012-02-09_0058-cam1-for-ss3.mp4
sign_175300,11,21,ns-fs-JOHN,I,N,6473,6483,36,,,2012-02-09_0058-cam1-for-ss3.mp4
sign_175300,30,35,"5\wave no\""""",5,5,6492,6497,36,,,2012-02-09_0058-cam1-for-ss3.mp4
sign_175300,47,52,CREATE/PRETEND,4,4,6509,6514,36,,,2012-02-09_0058-cam1-for-ss3.mp4
sign_175300,58,74,ns-fs-JAMES,I_J,S,6520,6536,36,,,2012-02-09_0058-cam1-for-ss3.mp4
sign_260236,8,19,ns-fs-JOHN,I_J,N,10837,10848,50,,,2013-06-27_CB_0110-cam1-for-ss3.mp4
sign_260236,35,38,NOT,10,10,10864,10867,50,,,2013-06-27_CB_0110-cam1-for-ss3.mp4
sign_260236,48,54,TAKE,5,S,10877,10883,50,,,2013-06-27_CB_0110-cam1-for-ss3.mp4
sign_260236,58,68,ns-fs-MARY,C,Y,10887,10897,50,,,2013-06-27_CB_0110-cam1-for-ss3.mp4
sign_260236,77,84,WORK,S,S,10906,10913,50,A,A,2013-06-27_CB_0110-cam1-for-ss3.mp4
sign_260236,90,97,"5\wave no\""""",5,5,10919,10926,50,,,2013-06-27_CB_0110-cam1-for-ss3.mp4
sign_260236,107,116,ns-fs-AMY,A,Y,10936,10945,50,,,2013-06-27_CB_0110-cam1-for-ss3.mp4
sign_260236,127,133,TEND,25,25,10956,10962,50,,,2013-06-27_CB_0110-cam1-for-ss3.mp4
sign_290979,6,12,"5\wave no\""""",5,5,4166,4172,19,,,2013-06-27_CB_0109-cam1-for-ss3.mp4
sign_290979,16,49,ns-fs-MITT-ROMNEY,M,Y,4176,4209,19,,,2013-06-27_CB_0109-cam1-for-ss3.mp4
sign_290979,63,65,SELF,10,10,4223,4225,19,,,2013-06-27_CB_0109-cam1-for-ss3.mp4
sign_290979,74,85,MORMON,B-xd,bent-B-xd,4234,4245,19,,,2013-06-27_CB_0109-cam1-for-ss3.mp4
sign_290979,90,116,ns-fs-RICK-PERRY,R,Y,4250,4276,19,,,2013-06-27_CB_0109-cam1-for-ss3.mp4
sign_290979,128,134,NOT,10,10,4288,4294,19,,,2013-06-27_CB_0109-cam1-for-ss3.mp4
